=== MAP GENERATION DATA ===

--- STATIONS ---
BFP (bfpbuilding): Grid (23, 31) | Pixels (4416, 5952) | Rot: 0
flowerygrass: Grid (36, 25) | Pixels (6912, 4800) | Rot: 0
flowerygrass: Grid (39, 0) | Pixels (7488, 0) | Rot: 0
flowerygrass: Grid (13, 20) | Pixels (2496, 3840) | Rot: 0
flowerygrass: Grid (34, 0) | Pixels (6528, 0) | Rot: 0
flowerygrass: Grid (31, 36) | Pixels (5952, 6912) | Rot: 0
flowerygrass: Grid (20, 27) | Pixels (3840, 5184) | Rot: 0
flowerygrass: Grid (18, 39) | Pixels (3456, 7488) | Rot: 0
flowerygrass: Grid (17, 19) | Pixels (3264, 3648) | Rot: 0
flowerygrass: Grid (29, 32) | Pixels (5568, 6144) | Rot: 0
flowerygrass: Grid (6, 31) | Pixels (1152, 5952) | Rot: 0
flowerygrass: Grid (37, 27) | Pixels (7104, 5184) | Rot: 0
flowerygrass: Grid (39, 22) | Pixels (7488, 4224) | Rot: 0
flowerygrass: Grid (40, 36) | Pixels (7680, 6912) | Rot: 0
flowerygrass: Grid (29, 9) | Pixels (5568, 1728) | Rot: 0
flowerygrass: Grid (30, 22) | Pixels (5760, 4224) | Rot: 0
flowerygrass: Grid (39, 23) | Pixels (7488, 4416) | Rot: 0
flowerygrass: Grid (3, 20) | Pixels (576, 3840) | Rot: 0
flowerygrass: Grid (5, 19) | Pixels (960, 3648) | Rot: 0
flowerygrass: Grid (3, 6) | Pixels (576, 1152) | Rot: 0
flowerygrass: Grid (3, 22) | Pixels (576, 4224) | Rot: 0
flowerygrass: Grid (13, 17) | Pixels (2496, 3264) | Rot: 0
flowerygrass: Grid (0, 28) | Pixels (0, 5376) | Rot: 0
flowerygrass: Grid (28, 27) | Pixels (5376, 5184) | Rot: 0
flowerygrass: Grid (5, 11) | Pixels (960, 2112) | Rot: 0
flowerygrass: Grid (35, 26) | Pixels (6720, 4992) | Rot: 0
flowerygrass: Grid (27, 4) | Pixels (5184, 768) | Rot: 0
flowerygrass: Grid (7, 10) | Pixels (1344, 1920) | Rot: 0
flowerygrass: Grid (3, 3) | Pixels (576, 576) | Rot: 0
flowerygrass: Grid (34, 30) | Pixels (6528, 5760) | Rot: 0
flowerygrass: Grid (28, 20) | Pixels (5376, 3840) | Rot: 0
flowerygrass: Grid (27, 35) | Pixels (5184, 6720) | Rot: 0
flowerygrass: Grid (4, 3) | Pixels (768, 576) | Rot: 0
flowerygrass: Grid (24, 18) | Pixels (4608, 3456) | Rot: 0
flowerygrass: Grid (7, 13) | Pixels (1344, 2496) | Rot: 0
flowerygrass: Grid (5, 15) | Pixels (960, 2880) | Rot: 0
flowerygrass: Grid (28, 27) | Pixels (5376, 5184) | Rot: 0
flowerygrass: Grid (20, 9) | Pixels (3840, 1728) | Rot: 0
flowerygrass: Grid (17, 7) | Pixels (3264, 1344) | Rot: 0
flowerygrass: Grid (12, 12) | Pixels (2304, 2304) | Rot: 0
flowerygrass: Grid (39, 36) | Pixels (7488, 6912) | Rot: 0
flowerygrass: Grid (7, 32) | Pixels (1344, 6144) | Rot: 0
flowerygrass: Grid (4, 13) | Pixels (768, 2496) | Rot: 0
flowerygrass: Grid (39, 39) | Pixels (7488, 7488) | Rot: 0
flowerygrass: Grid (11, 18) | Pixels (2112, 3456) | Rot: 0
flowerygrass: Grid (21, 40) | Pixels (4032, 7680) | Rot: 0
flowerygrass: Grid (39, 5) | Pixels (7488, 960) | Rot: 0
flowerygrass: Grid (12, 5) | Pixels (2304, 960) | Rot: 0
flowerygrass: Grid (3, 17) | Pixels (576, 3264) | Rot: 0
flowerygrass: Grid (20, 26) | Pixels (3840, 4992) | Rot: 0
flowerygrass: Grid (11, 3) | Pixels (2112, 576) | Rot: 0
flowerygrass: Grid (30, 4) | Pixels (5760, 768) | Rot: 0
flowerygrass: Grid (33, 29) | Pixels (6336, 5568) | Rot: 0
flowerygrass: Grid (19, 27) | Pixels (3648, 5184) | Rot: 0
flowerygrass: Grid (10, 32) | Pixels (1920, 6144) | Rot: 0
flowerygrass: Grid (34, 8) | Pixels (6528, 1536) | Rot: 0
flowerygrass: Grid (15, 6) | Pixels (2880, 1152) | Rot: 0
flowerygrass: Grid (16, 22) | Pixels (3072, 4224) | Rot: 0
flowerygrass: Grid (35, 27) | Pixels (6720, 5184) | Rot: 0
flowerygrass: Grid (1, 6) | Pixels (192, 1152) | Rot: 0
flowerygrass: Grid (40, 18) | Pixels (7680, 3456) | Rot: 0
flowerygrass: Grid (24, 39) | Pixels (4608, 7488) | Rot: 0
flowerygrass: Grid (16, 32) | Pixels (3072, 6144) | Rot: 0
flowerygrass: Grid (12, 37) | Pixels (2304, 7104) | Rot: 0
flowerygrass: Grid (4, 11) | Pixels (768, 2112) | Rot: 0
flowerygrass: Grid (39, 29) | Pixels (7488, 5568) | Rot: 0
flowerygrass: Grid (39, 21) | Pixels (7488, 4032) | Rot: 0
flowerygrass: Grid (15, 27) | Pixels (2880, 5184) | Rot: 0
flowerygrass: Grid (15, 30) | Pixels (2880, 5760) | Rot: 0
flowerygrass: Grid (21, 36) | Pixels (4032, 6912) | Rot: 0
flowerygrass: Grid (0, 8) | Pixels (0, 1536) | Rot: 0
flowerygrass: Grid (1, 17) | Pixels (192, 3264) | Rot: 0
flowerygrass: Grid (40, 4) | Pixels (7680, 768) | Rot: 0
flowerygrass: Grid (7, 10) | Pixels (1344, 1920) | Rot: 0
flowerygrass: Grid (36, 0) | Pixels (6912, 0) | Rot: 0
flowerygrass: Grid (8, 13) | Pixels (1536, 2496) | Rot: 0
flowerygrass: Grid (1, 29) | Pixels (192, 5568) | Rot: 0
flowerygrass: Grid (15, 30) | Pixels (2880, 5760) | Rot: 0
flowerygrass: Grid (36, 1) | Pixels (6912, 192) | Rot: 0
flowerygrass: Grid (11, 17) | Pixels (2112, 3264) | Rot: 0
flowerygrass: Grid (22, 16) | Pixels (4224, 3072) | Rot: 0
flowerygrass: Grid (5, 6) | Pixels (960, 1152) | Rot: 0
flowerygrass: Grid (5, 20) | Pixels (960, 3840) | Rot: 0
flowerygrass: Grid (25, 18) | Pixels (4800, 3456) | Rot: 0
flowerygrass: Grid (22, 35) | Pixels (4224, 6720) | Rot: 0
flowerygrass: Grid (22, 3) | Pixels (4224, 576) | Rot: 0
flowerygrass: Grid (11, 23) | Pixels (2112, 4416) | Rot: 0
flowerygrass: Grid (11, 35) | Pixels (2112, 6720) | Rot: 0
flowerygrass: Grid (12, 5) | Pixels (2304, 960) | Rot: 0
flowerygrass: Grid (3, 31) | Pixels (576, 5952) | Rot: 0
flowerygrass: Grid (40, 3) | Pixels (7680, 576) | Rot: 0
flowerygrass: Grid (18, 22) | Pixels (3456, 4224) | Rot: 0
flowerygrass: Grid (24, 8) | Pixels (4608, 1536) | Rot: 0
flowerygrass: Grid (36, 29) | Pixels (6912, 5568) | Rot: 0
flowerygrass: Grid (22, 8) | Pixels (4224, 1536) | Rot: 0
flowerygrass: Grid (7, 22) | Pixels (1344, 4224) | Rot: 0
flowerygrass: Grid (40, 5) | Pixels (7680, 960) | Rot: 0
flowerygrass: Grid (31, 26) | Pixels (5952, 4992) | Rot: 0
flowerygrass: Grid (27, 25) | Pixels (5184, 4800) | Rot: 0
flowerygrass: Grid (16, 25) | Pixels (3072, 4800) | Rot: 0
flowerygrass: Grid (13, 35) | Pixels (2496, 6720) | Rot: 0
flowerygrass: Grid (0, 34) | Pixels (0, 6528) | Rot: 0
flowerygrass: Grid (35, 0) | Pixels (6720, 0) | Rot: 0
flowerygrass: Grid (25, 1) | Pixels (4800, 192) | Rot: 0
flowerygrass: Grid (37, 17) | Pixels (7104, 3264) | Rot: 0
flowerygrass: Grid (1, 24) | Pixels (192, 4608) | Rot: 0
flowerygrass: Grid (0, 32) | Pixels (0, 6144) | Rot: 0
flowerygrass: Grid (11, 20) | Pixels (2112, 3840) | Rot: 0
flowerygrass: Grid (7, 39) | Pixels (1344, 7488) | Rot: 0
flowerygrass: Grid (0, 25) | Pixels (0, 4800) | Rot: 0
flowerygrass: Grid (35, 8) | Pixels (6720, 1536) | Rot: 0
flowerygrass: Grid (34, 31) | Pixels (6528, 5952) | Rot: 0
flowerygrass: Grid (35, 3) | Pixels (6720, 576) | Rot: 0
flowerygrass: Grid (0, 20) | Pixels (0, 3840) | Rot: 0
flowerygrass: Grid (27, 4) | Pixels (5184, 768) | Rot: 0
flowerygrass: Grid (0, 1) | Pixels (0, 192) | Rot: 0
flowerygrass: Grid (17, 17) | Pixels (3264, 3264) | Rot: 0
flowerygrass: Grid (12, 40) | Pixels (2304, 7680) | Rot: 0
flowerygrass: Grid (17, 3) | Pixels (3264, 576) | Rot: 0
flowerygrass: Grid (5, 20) | Pixels (960, 3840) | Rot: 0
flowerygrass: Grid (27, 32) | Pixels (5184, 6144) | Rot: 0
flowerygrass: Grid (39, 3) | Pixels (7488, 576) | Rot: 0
flowerygrass: Grid (8, 14) | Pixels (1536, 2688) | Rot: 0
flowerygrass: Grid (10, 19) | Pixels (1920, 3648) | Rot: 0
flowerygrass: Grid (27, 6) | Pixels (5184, 1152) | Rot: 0
flowerygrass: Grid (9, 7) | Pixels (1728, 1344) | Rot: 0
flowerygrass: Grid (9, 30) | Pixels (1728, 5760) | Rot: 0
flowerygrass: Grid (24, 9) | Pixels (4608, 1728) | Rot: 0
flowerygrass: Grid (7, 32) | Pixels (1344, 6144) | Rot: 0
flowerygrass: Grid (3, 5) | Pixels (576, 960) | Rot: 0
flowerygrass: Grid (11, 18) | Pixels (2112, 3456) | Rot: 0
flowerygrass: Grid (30, 35) | Pixels (5760, 6720) | Rot: 0
flowerygrass: Grid (3, 5) | Pixels (576, 960) | Rot: 0
flowerygrass: Grid (2, 40) | Pixels (384, 7680) | Rot: 0
flowerygrass: Grid (12, 15) | Pixels (2304, 2880) | Rot: 0
flowerygrass: Grid (31, 21) | Pixels (5952, 4032) | Rot: 0
flowerygrass: Grid (20, 9) | Pixels (3840, 1728) | Rot: 0
flowerygrass: Grid (40, 38) | Pixels (7680, 7296) | Rot: 0
flowerygrass: Grid (5, 4) | Pixels (960, 768) | Rot: 0
flowerygrass: Grid (15, 27) | Pixels (2880, 5184) | Rot: 0
flowerygrass: Grid (37, 16) | Pixels (7104, 3072) | Rot: 0
flowerygrass: Grid (8, 4) | Pixels (1536, 768) | Rot: 0
cement: Grid (22, 30) | Pixels (4224, 5760) | Rot: 0
cement: Grid (22, 31) | Pixels (4224, 5952) | Rot: 0
cement: Grid (22, 32) | Pixels (4224, 6144) | Rot: 0
cement: Grid (22, 33) | Pixels (4224, 6336) | Rot: 0
cement: Grid (23, 30) | Pixels (4416, 5760) | Rot: 0
cement: Grid (23, 31) | Pixels (4416, 5952) | Rot: 0
cement: Grid (23, 32) | Pixels (4416, 6144) | Rot: 0
cement: Grid (23, 33) | Pixels (4416, 6336) | Rot: 0
cement: Grid (24, 30) | Pixels (4608, 5760) | Rot: 0
cement: Grid (24, 31) | Pixels (4608, 5952) | Rot: 0
cement: Grid (24, 32) | Pixels (4608, 6144) | Rot: 0
cement: Grid (24, 33) | Pixels (4608, 6336) | Rot: 0
cement: Grid (25, 30) | Pixels (4800, 5760) | Rot: 0
cement: Grid (25, 31) | Pixels (4800, 5952) | Rot: 0
cement: Grid (25, 32) | Pixels (4800, 6144) | Rot: 0
cement: Grid (25, 33) | Pixels (4800, 6336) | Rot: 0
cement: Grid (15, 10) | Pixels (2880, 1920) | Rot: 0
cement: Grid (15, 11) | Pixels (2880, 2112) | Rot: 0
cement: Grid (15, 12) | Pixels (2880, 2304) | Rot: 0
cement: Grid (15, 13) | Pixels (2880, 2496) | Rot: 0
cement: Grid (16, 10) | Pixels (3072, 1920) | Rot: 0
cement: Grid (16, 11) | Pixels (3072, 2112) | Rot: 0
cement: Grid (16, 12) | Pixels (3072, 2304) | Rot: 0
cement: Grid (16, 13) | Pixels (3072, 2496) | Rot: 0
cement: Grid (17, 10) | Pixels (3264, 1920) | Rot: 0
cement: Grid (17, 11) | Pixels (3264, 2112) | Rot: 0
cement: Grid (17, 12) | Pixels (3264, 2304) | Rot: 0
cement: Grid (17, 13) | Pixels (3264, 2496) | Rot: 0
cement: Grid (18, 10) | Pixels (3456, 1920) | Rot: 0
cement: Grid (18, 11) | Pixels (3456, 2112) | Rot: 0
cement: Grid (18, 12) | Pixels (3456, 2304) | Rot: 0
cement: Grid (18, 13) | Pixels (3456, 2496) | Rot: 0
cement: Grid (30, 14) | Pixels (5760, 2688) | Rot: 0
cement: Grid (30, 15) | Pixels (5760, 2880) | Rot: 0
cement: Grid (30, 16) | Pixels (5760, 3072) | Rot: 0
cement: Grid (30, 17) | Pixels (5760, 3264) | Rot: 0
cement: Grid (31, 14) | Pixels (5952, 2688) | Rot: 0
cement: Grid (31, 15) | Pixels (5952, 2880) | Rot: 0
cement: Grid (31, 16) | Pixels (5952, 3072) | Rot: 0
cement: Grid (31, 17) | Pixels (5952, 3264) | Rot: 0
cement: Grid (32, 14) | Pixels (6144, 2688) | Rot: 0
cement: Grid (32, 15) | Pixels (6144, 2880) | Rot: 0
cement: Grid (32, 16) | Pixels (6144, 3072) | Rot: 0
cement: Grid (32, 17) | Pixels (6144, 3264) | Rot: 0
cement: Grid (33, 14) | Pixels (6336, 2688) | Rot: 0
cement: Grid (33, 15) | Pixels (6336, 2880) | Rot: 0
cement: Grid (33, 16) | Pixels (6336, 3072) | Rot: 0
cement: Grid (33, 17) | Pixels (6336, 3264) | Rot: 0
grass: Grid (15, 8) | Pixels (2880, 1536) | Rot: 0
grass: Grid (17, 8) | Pixels (3264, 1536) | Rot: 0
grass: Grid (18, 8) | Pixels (3456, 1536) | Rot: 0
grass: Grid (16, 8) | Pixels (3072, 1536) | Rot: 0
grass: Grid (35, 14) | Pixels (6720, 2688) | Rot: 0
grass: Grid (35, 15) | Pixels (6720, 2880) | Rot: 0
grass: Grid (35, 16) | Pixels (6720, 3072) | Rot: 0
grass: Grid (35, 17) | Pixels (6720, 3264) | Rot: 0
grass: Grid (35, 18) | Pixels (6720, 3456) | Rot: 0
grass: Grid (22, 28) | Pixels (4224, 5376) | Rot: 0
grass: Grid (23, 28) | Pixels (4416, 5376) | Rot: 0
grass: Grid (24, 28) | Pixels (4608, 5376) | Rot: 0
grass: Grid (25, 28) | Pixels (4800, 5376) | Rot: 0


=== RAW CSV DATA ===
Layer,TileName,X,Y,Rotation
BG,grass,0,0,0
BG,grass,192,0,0
BG,grass,384,0,0
BG,grass,576,0,0
BG,dirt,768,0,0
BG,grass,960,0,0
BG,grass,1152,0,0
BG,grass,1344,0,0
BG,dirt,1536,0,0
BG,grass,1728,0,0
BG,dirt,1920,0,0
BG,dirt,2112,0,0
BG,grass,2304,0,0
BG,grass,2496,0,0
BG,grass,2688,0,0
BG,dirt,2880,0,0
BG,grass,3072,0,0
BG,dirt,3264,0,0
BG,grass,3456,0,0
BG,grass,3648,0,0
BG,grass,3840,0,0
BG,grass,4032,0,0
BG,grass,4224,0,0
BG,dirt,4416,0,0
BG,grass,4608,0,0
BG,grass,4800,0,0
BG,grass,4992,0,0
BG,grass,5184,0,0
BG,grass,5376,0,0
BG,grass,5568,0,0
BG,grass,5760,0,0
BG,grass,5952,0,0
BG,grass,6144,0,0
BG,grass,6336,0,0
BG,grass,6528,0,0
BG,grass,6720,0,0
BG,grass,6912,0,0
BG,grass,7104,0,0
BG,grass,7296,0,0
BG,dirt,7488,0,0
BG,dirt,7680,0,0
BG,grass,0,192,0
BG,grass,192,192,0
BG,grass,384,192,0
BG,dirt,576,192,0
BG,dirt,768,192,0
BG,grass,960,192,0
BG,grass,1152,192,0
BG,dirt,1344,192,0
BG,grass,1536,192,0
BG,grass,1728,192,0
BG,grass,1920,192,0
BG,grass,2112,192,0
BG,dirt,2304,192,0
BG,grass,2496,192,0
BG,dirt,2688,192,0
BG,grass,2880,192,0
BG,grass,3072,192,0
BG,dirt,3264,192,0
BG,dirt,3456,192,0
BG,grass,3648,192,0
BG,dirt,3840,192,0
BG,grass,4032,192,0
BG,dirt,4224,192,0
BG,grass,4416,192,0
BG,grass,4608,192,0
BG,grass,4800,192,0
BG,grass,4992,192,0
BG,grass,5184,192,0
BG,dirt,5376,192,0
BG,dirt,5568,192,0
BG,grass,5760,192,0
BG,grass,5952,192,0
BG,grass,6144,192,0
BG,grass,6336,192,0
BG,grass,6528,192,0
BG,grass,6720,192,0
BG,dirt,6912,192,0
BG,dirt,7104,192,0
BG,grass,7296,192,0
BG,grass,7488,192,0
BG,grass,7680,192,0
BG,dirt,0,384,0
BG,grass,192,384,0
BG,grass,7488,384,0
BG,grass,7680,384,0
BG,grass,0,576,0
BG,dirt,192,576,0
BG,grass,576,576,0
BG,grass,768,576,0
BG,grass,960,576,0
BG,dirt,1344,576,0
BG,grass,1536,576,0
BG,grass,1728,576,0
BG,grass,2112,576,0
BG,grass,2304,576,0
BG,grass,2496,576,0
BG,dirt,2880,576,0
BG,grass,3072,576,0
BG,grass,3264,576,0
BG,dirt,3456,576,0
BG,grass,3840,576,0
BG,grass,4032,576,0
BG,dirt,4224,576,0
BG,dirt,4608,576,0
BG,grass,4800,576,0
BG,grass,4992,576,0
BG,grass,5184,576,0
BG,grass,5568,576,0
BG,grass,5760,576,0
BG,dirt,5952,576,0
BG,dirt,6144,576,0
BG,grass,6528,576,0
BG,grass,6720,576,0
BG,grass,6912,576,0
BG,grass,7104,576,0
BG,grass,7488,576,0
BG,dirt,7680,576,0
BG,grass,0,768,0
BG,dirt,192,768,0
BG,grass,576,768,0
BG,grass,768,768,0
BG,dirt,960,768,0
BG,grass,1344,768,0
BG,dirt,1536,768,0
BG,grass,1728,768,0
BG,grass,2112,768,0
BG,grass,2304,768,0
BG,dirt,2496,768,0
BG,grass,2880,768,0
BG,dirt,3072,768,0
BG,dirt,3264,768,0
BG,grass,3456,768,0
BG,grass,3840,768,0
BG,grass,4032,768,0
BG,dirt,4224,768,0
BG,grass,4608,768,0
BG,grass,4800,768,0
BG,grass,4992,768,0
BG,dirt,5184,768,0
BG,grass,5568,768,0
BG,dirt,5760,768,0
BG,grass,5952,768,0
BG,dirt,6144,768,0
BG,grass,6528,768,0
BG,dirt,6720,768,0
BG,grass,6912,768,0
BG,dirt,7104,768,0
BG,grass,7488,768,0
BG,dirt,7680,768,0
BG,grass,0,960,0
BG,grass,192,960,0
BG,dirt,576,960,0
BG,dirt,768,960,0
BG,grass,960,960,0
BG,dirt,1344,960,0
BG,dirt,1536,960,0
BG,dirt,1728,960,0
BG,grass,2112,960,0
BG,grass,2304,960,0
BG,grass,2496,960,0
BG,grass,2880,960,0
BG,grass,3072,960,0
BG,grass,3264,960,0
BG,grass,3456,960,0
BG,grass,3840,960,0
BG,grass,4032,960,0
BG,dirt,4224,960,0
BG,grass,4608,960,0
BG,dirt,4800,960,0
BG,grass,4992,960,0
BG,dirt,5184,960,0
BG,grass,5568,960,0
BG,grass,5760,960,0
BG,grass,5952,960,0
BG,dirt,6144,960,0
BG,grass,7488,960,0
BG,dirt,7680,960,0
BG,grass,0,1152,0
BG,grass,192,1152,0
BG,dirt,576,1152,0
BG,grass,768,1152,0
BG,grass,960,1152,0
BG,grass,2112,1152,0
BG,dirt,2304,1152,0
BG,grass,2496,1152,0
BG,grass,2880,1152,0
BG,grass,3072,1152,0
BG,grass,3264,1152,0
BG,dirt,3456,1152,0
BG,dirt,4608,1152,0
BG,grass,4800,1152,0
BG,grass,4992,1152,0
BG,grass,5184,1152,0
BG,grass,6528,1152,0
BG,grass,6720,1152,0
BG,dirt,6912,1152,0
BG,dirt,7104,1152,0
BG,grass,7488,1152,0
BG,dirt,7680,1152,0
BG,grass,0,1344,0
BG,grass,192,1344,0
BG,grass,576,1344,0
BG,grass,768,1344,0
BG,dirt,960,1344,0
BG,dirt,1344,1344,0
BG,grass,1536,1344,0
BG,grass,1728,1344,0
BG,grass,2112,1344,0
BG,grass,2304,1344,0
BG,grass,2496,1344,0
BG,grass,2880,1344,0
BG,grass,3072,1344,0
BG,dirt,3264,1344,0
BG,grass,3456,1344,0
BG,grass,3840,1344,0
BG,grass,4032,1344,0
BG,dirt,4224,1344,0
BG,dirt,4608,1344,0
BG,grass,4800,1344,0
BG,grass,4992,1344,0
BG,grass,5184,1344,0
BG,grass,5568,1344,0
BG,grass,5760,1344,0
BG,grass,5952,1344,0
BG,grass,6144,1344,0
BG,grass,6528,1344,0
BG,grass,6720,1344,0
BG,grass,6912,1344,0
BG,dirt,7104,1344,0
BG,grass,7488,1344,0
BG,dirt,7680,1344,0
BG,grass,0,1536,0
BG,grass,192,1536,0
BG,grass,576,1536,0
BG,grass,768,1536,0
BG,dirt,960,1536,0
BG,dirt,1344,1536,0
BG,grass,1536,1536,0
BG,grass,1728,1536,0
BG,grass,2112,1536,0
BG,grass,2304,1536,0
BG,grass,2496,1536,0
BG,grass,3840,1536,0
BG,grass,4032,1536,0
BG,grass,4224,1536,0
BG,grass,4608,1536,0
BG,grass,4800,1536,0
BG,grass,4992,1536,0
BG,grass,5184,1536,0
BG,grass,5568,1536,0
BG,grass,5760,1536,0
BG,grass,5952,1536,0
BG,grass,6144,1536,0
BG,grass,6528,1536,0
BG,dirt,6720,1536,0
BG,grass,6912,1536,0
BG,dirt,7104,1536,0
BG,grass,7488,1536,0
BG,grass,7680,1536,0
BG,grass,0,1728,0
BG,grass,192,1728,0
BG,grass,3840,1728,0
BG,grass,4032,1728,0
BG,grass,4224,1728,0
BG,dirt,4608,1728,0
BG,dirt,4800,1728,0
BG,grass,4992,1728,0
BG,grass,5184,1728,0
BG,grass,5568,1728,0
BG,grass,5760,1728,0
BG,grass,5952,1728,0
BG,grass,6144,1728,0
BG,grass,6528,1728,0
BG,grass,6720,1728,0
BG,grass,6912,1728,0
BG,grass,7104,1728,0
BG,grass,7488,1728,0
BG,grass,7680,1728,0
BG,grass,0,1920,0
BG,grass,192,1920,0
BG,grass,576,1920,0
BG,grass,768,1920,0
BG,dirt,960,1920,0
BG,grass,1344,1920,0
BG,grass,1536,1920,0
BG,grass,1920,1920,0
BG,dirt,2112,1920,0
BG,grass,2304,1920,0
BG,grass,2496,1920,0
BG,dirt,6528,1920,0
BG,grass,6720,1920,0
BG,grass,6912,1920,0
BG,grass,7104,1920,0
BG,dirt,7488,1920,0
BG,grass,7680,1920,0
BG,dirt,0,2112,0
BG,dirt,192,2112,0
BG,dirt,576,2112,0
BG,grass,768,2112,0
BG,grass,960,2112,0
BG,dirt,1344,2112,0
BG,grass,1536,2112,0
BG,grass,1920,2112,0
BG,grass,2112,2112,0
BG,grass,2304,2112,0
BG,grass,2496,2112,0
BG,dirt,3840,2112,0
BG,grass,4032,2112,0
BG,grass,4224,2112,0
BG,grass,4608,2112,0
BG,grass,4800,2112,0
BG,grass,4992,2112,0
BG,grass,5376,2112,0
BG,grass,5568,2112,0
BG,grass,5760,2112,0
BG,grass,5952,2112,0
BG,dirt,6144,2112,0
BG,dirt,6528,2112,0
BG,grass,6720,2112,0
BG,grass,6912,2112,0
BG,grass,7104,2112,0
BG,dirt,7488,2112,0
BG,grass,7680,2112,0
BG,grass,0,2304,0
BG,grass,192,2304,0
BG,grass,1920,2304,0
BG,grass,2112,2304,0
BG,dirt,2304,2304,0
BG,dirt,2496,2304,0
BG,grass,3840,2304,0
BG,dirt,4032,2304,0
BG,grass,4224,2304,0
BG,grass,4608,2304,0
BG,grass,4800,2304,0
BG,grass,4992,2304,0
BG,grass,5376,2304,0
BG,grass,5568,2304,0
BG,dirt,5760,2304,0
BG,dirt,5952,2304,0
BG,dirt,6144,2304,0
BG,dirt,6528,2304,0
BG,grass,6720,2304,0
BG,grass,6912,2304,0
BG,grass,7104,2304,0
BG,grass,7488,2304,0
BG,dirt,7680,2304,0
BG,grass,0,2496,0
BG,grass,192,2496,0
BG,grass,576,2496,0
BG,grass,768,2496,0
BG,grass,960,2496,0
BG,grass,1344,2496,0
BG,grass,1536,2496,0
BG,grass,1920,2496,0
BG,dirt,2112,2496,0
BG,dirt,2304,2496,0
BG,grass,2496,2496,0
BG,grass,7488,2496,0
BG,grass,7680,2496,0
BG,grass,0,2688,0
BG,grass,192,2688,0
BG,grass,576,2688,0
BG,grass,768,2688,0
BG,grass,960,2688,0
BG,grass,1344,2688,0
BG,dirt,1536,2688,0
BG,dirt,1920,2688,0
BG,grass,2112,2688,0
BG,dirt,2304,2688,0
BG,dirt,2496,2688,0
BG,grass,3840,2688,0
BG,grass,4224,2688,0
BG,dirt,4416,2688,0
BG,grass,4608,2688,0
BG,grass,4800,2688,0
BG,grass,5184,2688,0
BG,grass,5376,2688,0
BG,grass,6912,2688,0
BG,grass,7104,2688,0
BG,dirt,7488,2688,0
BG,grass,7680,2688,0
BG,grass,0,2880,0
BG,grass,192,2880,0
BG,grass,576,2880,0
BG,grass,768,2880,0
BG,grass,960,2880,0
BG,grass,1344,2880,0
BG,grass,1536,2880,0
BG,dirt,1920,2880,0
BG,grass,2112,2880,0
BG,grass,2304,2880,0
BG,grass,2496,2880,0
BG,grass,2880,2880,0
BG,grass,3072,2880,0
BG,grass,3456,2880,0
BG,grass,3648,2880,0
BG,dirt,3840,2880,0
BG,grass,4224,2880,0
BG,grass,4416,2880,0
BG,grass,4608,2880,0
BG,grass,4800,2880,0
BG,grass,5184,2880,0
BG,dirt,5376,2880,0
BG,dirt,6912,2880,0
BG,grass,7104,2880,0
BG,dirt,7488,2880,0
BG,dirt,7680,2880,0
BG,grass,0,3072,0
BG,grass,192,3072,0
BG,grass,4224,3072,0
BG,dirt,4416,3072,0
BG,grass,4608,3072,0
BG,grass,4800,3072,0
BG,grass,5184,3072,0
BG,grass,5376,3072,0
BG,dirt,6912,3072,0
BG,dirt,7104,3072,0
BG,grass,7488,3072,0
BG,grass,7680,3072,0
BG,dirt,0,3264,0
BG,grass,192,3264,0
BG,dirt,576,3264,0
BG,dirt,768,3264,0
BG,grass,960,3264,0
BG,grass,1344,3264,0
BG,dirt,1536,3264,0
BG,dirt,1920,3264,0
BG,grass,2112,3264,0
BG,grass,2304,3264,0
BG,grass,2496,3264,0
BG,grass,2880,3264,0
BG,grass,3072,3264,0
BG,grass,3264,3264,0
BG,dirt,3456,3264,0
BG,grass,3648,3264,0
BG,dirt,3840,3264,0
BG,grass,5184,3264,0
BG,dirt,5376,3264,0
BG,grass,6912,3264,0
BG,grass,7104,3264,0
BG,grass,7488,3264,0
BG,dirt,7680,3264,0
BG,grass,0,3456,0
BG,grass,192,3456,0
BG,grass,576,3456,0
BG,grass,768,3456,0
BG,grass,960,3456,0
BG,grass,1344,3456,0
BG,grass,1536,3456,0
BG,dirt,1920,3456,0
BG,dirt,2112,3456,0
BG,dirt,2304,3456,0
BG,dirt,2496,3456,0
BG,dirt,2880,3456,0
BG,grass,3072,3456,0
BG,dirt,3264,3456,0
BG,grass,3456,3456,0
BG,grass,3648,3456,0
BG,dirt,3840,3456,0
BG,grass,4224,3456,0
BG,grass,4416,3456,0
BG,grass,4608,3456,0
BG,grass,4800,3456,0
BG,dirt,6912,3456,0
BG,dirt,7104,3456,0
BG,grass,7488,3456,0
BG,dirt,7680,3456,0
BG,dirt,0,3648,0
BG,dirt,192,3648,0
BG,grass,576,3648,0
BG,grass,768,3648,0
BG,grass,960,3648,0
BG,grass,1344,3648,0
BG,dirt,1536,3648,0
BG,grass,1920,3648,0
BG,dirt,2112,3648,0
BG,grass,2304,3648,0
BG,grass,2496,3648,0
BG,dirt,2880,3648,0
BG,grass,3072,3648,0
BG,grass,3264,3648,0
BG,dirt,3456,3648,0
BG,dirt,3648,3648,0
BG,grass,3840,3648,0
BG,grass,4224,3648,0
BG,grass,4416,3648,0
BG,grass,4608,3648,0
BG,dirt,4800,3648,0
